ufs_serial,run_id,wafer_no,date,die_x,die_y,pred,health,clf_proba,split
S08168,6,13,2025-10-09,55,19,0.0035460510782043,0.0137156419030798,0.4096395193742387,train
S08169,7,5,2025-10-10,32,19,0.0022204055634358,0.0079189485712204,0.4568359466122635,train
S08170,4,16,2025-10-05,57,26,0.0026445046513755,0.0156409460996542,0.4792239953235668,train
S08172,7,5,2025-10-10,22,23,0.0023494336810212,0.0023148795051653,0.4175424410680075,train
S08173,6,17,2025-10-09,26,29,0.003931220832665,0.0011828179626496,0.4772954738492437,train
S08174,6,17,2025-10-09,49,16,0.0029593732898666,0.0124854123703099,0.4744640032073491,train
S08175,6,17,2025-10-09,29,15,0.0032534206131142,0.0044779918414052,0.4880692380231875,train
S08178,7,22,2025-10-10,58,17,0.0019058261363563,0.0033784013432034,0.4555147446323488,train
S08182,7,22,2025-10-10,50,30,0.0021000150692921,0.0092179146554642,0.3808698352676682,train
S08183,5,25,2025-10-07,37,28,0.0024080118886167,0.0092382187152927,0.4903246000528935,train
S08184,7,24,2025-10-10,25,20,0.002211760458245,0.0153864106154564,0.3899731641143196,train
S08187,6,18,2025-10-09,50,13,0.0027471758974811,0.0046753918698039,0.4524180854746681,train
S08188,6,11,2025-10-09,24,26,0.0031586925788639,0.0155598262193066,0.4737036840179023,train
S08189,6,10,2025-10-09,57,17,0.0045977661511832,0.0134087858573731,0.4853199992597146,train
S08190,7,11,2025-10-10,20,17,0.0029274964571471,0.0044894594808215,0.4322657606455768,train
S08192,6,11,2025-10-09,15,23,0.0035421035061282,0.0194444444444444,0.4378725350628805,train
S08195,6,18,2025-10-09,19,21,0.0035454612620205,0.0148710264713938,0.4881272571993618,train
S08198,4,18,2025-10-05,21,22,0.0037211799721474,0.0059860189721872,0.4502835343299566,train
S08200,6,6,2025-10-09,54,14,0.0021628681443972,0.0011289117245546,0.4299675816524664,train
S08201,4,17,2025-10-05,51,14,0.0030754042357241,0.0090900153862685,0.4424866933660694,train
S08203,6,6,2025-10-09,59,21,0.0032146383317926,0.0113537197710066,0.4801248422574202,train
S08204,5,14,2025-10-07,61,27,0.0021083812274215,0.0011835700473428,0.4138712097035846,train
S08205,8,1,2025-10-12,23,23,0.0012413953259805,0.0152066107921982,0.3564670386434316,train
S08206,10,16,2025-10-15,45,22,0.0030029478838551,0.0078404063759924,0.3616248547678324,train
S08207,9,3,2025-10-13,51,14,0.0020587506697356,0.0151596206458031,0.3972325593402543,train
S08208,10,25,2025-10-15,55,24,0.0028733200928586,0.0177691653140172,0.4155418081921452,train
S08209,9,3,2025-10-13,33,16,0.0020758712062785,0.0057423056570376,0.4056594794200108,train
S08210,10,25,2025-10-15,40,22,0.0018284329110959,0.0112320953168716,0.3435086332348001,train
S08212,10,21,2025-10-15,18,27,0.0025825762306379,0.0,0.4157381962059541,train
S08214,10,25,2025-10-15,60,27,0.0021930670584461,0.0092250366008431,0.4118672820368879,train
S08215,8,3,2025-10-12,37,30,0.0026124019070764,0.0117444946204543,0.4641087571816181,train
S08218,10,13,2025-10-15,24,20,0.0030913451336157,0.0150480835295569,0.4414781069867216,train
S08222,8,4,2025-10-12,35,22,0.0028277944595433,0.0056497560487629,0.4984001241395304,train
S08224,10,13,2025-10-15,56,21,0.0027899377824947,0.0079362906794778,0.4170214743489728,train
S08227,10,9,2025-10-15,59,24,0.0020522651849519,0.0046007975024242,0.4018778606067086,train
S08228,10,5,2025-10-15,62,26,0.0024589124175339,0.0185024896458653,0.3388203783119327,train
S08229,10,9,2025-10-15,40,19,0.0020180261915522,0.006874848704914,0.3461220516739856,train
S08232,10,3,2025-10-15,32,16,0.002585738170877,0.0057141805957004,0.3507955091215418,train
S08234,5,22,2025-10-07,34,14,0.0027937004404868,0.002391158966365,0.5023442181529139,train
S08236,7,4,2025-10-10,49,20,0.0021763988928417,0.0083203589305743,0.3970084655019401,train
S08237,7,10,2025-10-10,45,26,0.0023648780604941,0.0046021075244921,0.420876692927725,train
S08239,5,4,2025-10-07,53,17,0.0032743710993421,0.0058453533557268,0.4465525312493281,train
S08240,5,4,2025-10-07,32,24,0.003087216770383,0.0023676137121515,0.4490833744483604,train
S08241,5,4,2025-10-07,24,17,0.0032731490893279,0.0091542453503524,0.4885309118372286,train
S08244,5,22,2025-10-07,32,29,0.0017771989176071,0.0111691668071239,0.4155383491987901,train
S08246,7,4,2025-10-10,41,28,0.0026591731376681,0.009210099606208,0.3490263080058475,train
S08249,7,17,2025-10-10,17,19,0.0030914692120197,0.010364675295786,0.4610308013681081,train
S08250,5,4,2025-10-07,49,15,0.0032058685905335,0.0119656391143982,0.4965285271110497,train
S08251,5,10,2025-10-07,47,18,0.0037514150066927,0.010098068431176,0.4829960835859614,train
S08252,5,4,2025-10-07,25,14,0.0034891390259325,0.0130720360766197,0.4399870357415523,train
S08253,5,22,2025-10-07,60,25,0.0026831673635735,0.0034367350325694,0.3795232056191867,train
S08254,5,4,2025-10-07,28,13,0.0034365836217958,0.0115732655237775,0.4033264501654991,train
S08255,5,22,2025-10-07,58,23,0.0022453683911414,0.0136853337004784,0.4579208301067767,train
S08256,5,10,2025-10-07,48,17,0.0033906592678971,0.0056405996059524,0.4820528672918925,train
S08257,5,10,2025-10-07,31,27,0.0037607830352163,0.0069060869444386,0.519299128813309,train
S08258,10,19,2025-10-15,60,18,0.0017664068592486,0.003518683714937,0.2895745379030177,train
S08262,13,15,2025-10-20,21,26,0.0014901748324432,0.0034132974376231,0.3655361245996987,train
S08263,13,11,2025-10-20,14,19,0.0027410848423596,0.0203249815970991,0.4066011583712449,train
S08267,13,11,2025-10-20,24,24,0.0034440094142593,0.0011492737838394,0.3871799561778314,train
S08268,13,11,2025-10-20,44,20,0.004166325426294,0.0068167634775094,0.3898119141690628,train
S08269,13,16,2025-10-20,34,26,0.001973892772371,0.0184162318518364,0.3682369182811661,train
S08270,13,15,2025-10-20,41,16,0.0008689993415289,0.0046852426639893,0.313556271105248,train
S08272,13,18,2025-10-20,15,22,0.0022277069878354,0.0137329805679706,0.4029722423169851,train
S08274,12,21,2025-10-18,42,23,0.0023898905430045,0.0094646385298388,0.2842460973199913,train
S08275,12,23,2025-10-18,61,23,0.0016489475734007,0.0157899156040584,0.37066009826677,train
S08277,12,21,2025-10-18,56,25,0.0020853322408576,0.0022595479540179,0.384138091658017,train
S08278,12,18,2025-10-18,60,22,0.0021233265513207,0.0044844465498184,0.359812459192329,train
S08280,12,18,2025-10-18,48,18,0.0021334188826644,0.0033903392385721,0.4539778691516639,train
S08281,12,25,2025-10-18,62,21,0.0028837148881956,0.0023665821458757,0.338760863071498,train
S08283,12,18,2025-10-18,52,20,0.0019739175151982,0.010508658542602,0.4208733474879484,train
S08284,12,21,2025-10-18,19,24,0.0015462735094167,0.0058425497498401,0.3551293239604576,train
S08285,21,10,2025-11-02,37,18,0.0007571672697239,0.0067280357384594,0.2852707753451705,train
S08286,2,9,2025-10-02,42,28,0.0022475616849583,0.010670731707317,0.3321294066470378,train
S08287,10,24,2025-10-15,47,19,0.0010453855939884,0.0090392397581048,0.2391887327666181,train
S08288,10,17,2025-10-15,44,13,0.0011256225463524,0.0111607393484553,0.2517850307773322,train
S08289,10,2,2025-10-15,14,22,0.0018435216990227,0.0105709444369607,0.3729835336409499,train
S08294,9,9,2025-10-13,15,21,0.0027727779713971,0.0,0.443019407265464,train
S08295,2,15,2025-10-02,41,12,0.0019615584539041,0.0259485251721805,0.3886922219865066,train
S08296,4,14,2025-10-05,37,28,0.0029352202025672,0.009571958206943,0.4775082982041159,train
S08298,5,2,2025-10-07,45,28,0.0031575526480704,0.0111773807596121,0.4433793669369443,train
S08300,6,21,2025-10-09,58,22,0.0029187500378827,0.001175933352735,0.418493222592066,train
S08302,4,19,2025-10-05,51,28,0.0022171191647142,0.0113682110964719,0.4065158894983001,train
S08303,4,13,2025-10-05,49,27,0.0019342583824894,0.0058118050975494,0.3886091425425377,train
S08305,4,12,2025-10-05,34,31,0.002323615196151,0.0092962139438533,0.4260620049160784,train
S08306,4,14,2025-10-05,37,12,0.0036875242174008,0.0119595924594408,0.4609898901138058,train
S08307,4,14,2025-10-05,34,30,0.0033907703529582,0.0114612519745869,0.4492946700904651,train
S08308,4,12,2025-10-05,29,13,0.0033008437858055,0.0069894174313539,0.3968090214028536,train
S08309,6,20,2025-10-09,21,19,0.0021295998385948,0.013135164616024,0.4342435722023759,train
S08310,4,14,2025-10-05,29,16,0.0040145780067038,0.0046764476875342,0.4272788415057533,train
S08311,6,22,2025-10-09,37,13,0.0046048045641542,0.0081008331354112,0.3342095997945358,train
S08314,6,22,2025-10-09,41,30,0.0025625852079582,0.0081781852374236,0.3547756532672279,train
S08315,4,5,2025-10-05,27,25,0.0020220309229655,0.0035747166120029,0.451514334062252,train
S08317,5,2,2025-10-07,29,16,0.0023378268250906,0.0147867919001061,0.4656174965251801,train
S08318,5,3,2025-10-07,29,22,0.0025835415227337,0.0091634228242056,0.4449245789645293,train
S08319,5,5,2025-10-07,41,27,0.0029087697076166,0.0193120441418151,0.4806603901867856,train
S08322,5,8,2025-10-07,43,26,0.0031439035088043,0.0147853706983747,0.4711781770773062,train
S08324,5,5,2025-10-07,50,25,0.0030701501050073,0.0089941524436451,0.4598391684106695,train
S08325,4,14,2025-10-05,43,20,0.0025230922698357,0.0172411400660505,0.4635795036413641,train
S08326,5,3,2025-10-07,27,20,0.0029962869721906,0.0058173560877402,0.4620657104808066,train
S08327,5,5,2025-10-07,19,19,0.0031505866094013,0.0124397297709333,0.4744104002977807,train
S08330,6,19,2025-10-09,40,27,0.0029910011290792,0.0103487048502179,0.4137174716855128,train
S08331,5,7,2025-10-07,22,22,0.0024678513036917,0.0092094596159636,0.4566831172696544,train
S08332,5,7,2025-10-07,61,24,0.0025662073135536,0.0070083409127764,0.4649663720080025,train
S08333,5,25,2025-10-07,55,19,0.0031471158505199,0.0068618923359427,0.4717945482023295,train
S08334,4,15,2025-10-05,29,26,0.0031766839922606,0.0034809771950467,0.4722890167762889,train
S08335,5,25,2025-10-07,46,13,0.0024952385481285,0.0089276893092267,0.3930264228813782,train
S08336,4,21,2025-10-05,19,20,0.0036248165453698,0.007042752483385,0.4938347419390194,train
S08340,8,15,2025-10-12,39,32,0.0021949209099532,0.0078879766738993,0.4252682856591874,train
S08341,8,5,2025-10-12,63,26,0.0029143269358123,0.0081807236848293,0.442223474520397,train
S08343,4,25,2025-10-05,15,17,0.0027903227564312,0.0090806731939714,0.367897597561558,train
S08345,8,4,2025-10-12,42,11,0.0022802696630335,0.0107384387131158,0.4198320681772602,train
S08346,6,12,2025-10-09,34,11,0.0019481329901295,0.007812307022094,0.3469366686743049,train
S08349,7,22,2025-10-10,15,17,0.0023921224425558,0.0,0.4600481782811415,train
S08351,7,21,2025-10-10,41,31,0.0026470391635352,0.0134456964302622,0.4392362310064803,train
S08352,11,6,2025-10-17,38,11,0.0026087984369869,0.0153714753380725,0.3713653367586034,train
S08355,15,4,2025-10-23,16,17,0.0022654914289738,0.0078278635040208,0.3673126177437202,train
S08357,14,25,2025-10-21,41,32,0.0026670355359239,0.0081057026495559,0.3656172455512959,train
S08358,15,23,2025-10-23,13,19,0.0013117553182787,0.0149716139497161,0.3516806392319642,train
S08359,12,18,2025-10-18,55,13,0.0029499415965989,0.0011245056247907,0.4654070023333976,train
S08360,15,21,2025-10-23,19,28,0.0009024891331347,0.0141573257751634,0.1980503357778401,train
S08363,12,18,2025-10-18,60,28,0.0024283565239866,0.0140270663110509,0.4415633663189053,train
S08366,14,7,2025-10-21,39,11,0.002696847213938,0.0071170809943865,0.4002057712238787,train
S08368,16,16,2025-10-25,40,12,0.0023571072962019,0.0044742427209157,0.3331376262922315,train
S08369,16,18,2025-10-25,39,29,0.0030117462802224,0.0083775811209439,0.3737584917966884,train
S08371,16,12,2025-10-25,55,25,0.0033407828602359,0.0291449106066363,0.41746494702961,train
S08372,16,18,2025-10-25,49,16,0.0027210886531174,0.0058085854867173,0.3815838290751672,train
S08380,16,13,2025-10-25,50,25,0.0035478990385133,0.0035029355586724,0.4486231969363909,train
S08381,16,14,2025-10-25,34,16,0.0030994196355592,0.0057877648746721,0.4262134911815837,train
S08384,16,19,2025-10-25,26,25,0.0024227494130824,0.0107192925698263,0.4208943928157922,train
S08385,12,14,2025-10-18,52,16,0.0020115024404672,0.0093813632706414,0.3796554847024704,train
S08386,16,12,2025-10-25,35,23,0.0030174305710824,0.0081264350901289,0.3905471473313812,train
S08387,16,16,2025-10-25,25,26,0.0021954942534401,0.0035164430859795,0.3998181512187588,train
S08388,13,10,2025-10-20,24,24,0.0041216439279083,0.006944347412986,0.4611508275115638,train
S08390,13,6,2025-10-20,27,22,0.0028728990328918,0.0,0.4197014612780701,train
S08392,13,8,2025-10-20,28,25,0.0032030939055857,0.0214333460313809,0.4300546604500652,train
S08393,13,10,2025-10-20,43,15,0.0029547916264235,0.0179348733146586,0.4631854221962361,train
S08395,13,10,2025-10-20,32,23,0.0046086384421451,0.0090910130214585,0.5143923092646965,train
S08396,16,12,2025-10-25,34,22,0.0029616185054702,0.0078362739069422,0.383925987311259,train
S08397,16,13,2025-10-25,33,25,0.0040866278215614,0.0045596434854208,0.4934399655073588,train
S08398,13,5,2025-10-20,30,30,0.0032565303009965,0.0071011666202304,0.4135031694852145,train
S08399,13,4,2025-10-20,36,30,0.0030285664011866,0.0131168229792726,0.4198356335036252,train
S08400,12,17,2025-10-18,15,19,0.0020340378350807,0.0068353263971503,0.3073285077554585,train
S08402,17,7,2025-10-26,40,32,0.0026827436448999,0.0056972414805032,0.4928835541662549,train
S08403,17,14,2025-10-26,43,11,0.0022717971071418,0.0033748913515862,0.394930935374197,train
S08404,3,4,2025-10-04,44,15,0.0020709208243493,0.0057397193196411,0.3375248981669991,train
S08405,3,2,2025-10-04,58,25,0.0030908565055503,0.0117039214023982,0.4942510166084685,train
S08407,3,20,2025-10-04,14,21,0.002101550927795,0.0134677397501558,0.4715530852487015,train
S08409,3,18,2025-10-04,60,16,0.0023523822661838,0.0160899445939821,0.4178640831406205,train
S08413,3,18,2025-10-04,49,24,0.002011545923526,0.0188534753982535,0.4295465652435199,train
S08414,3,4,2025-10-04,37,19,0.0017597493723327,0.0250583422167161,0.383269026974722,train
S08415,3,4,2025-10-04,37,29,0.0021623379756104,0.0305722819512128,0.3653805698721905,train
S08416,14,17,2025-10-21,31,26,0.0024157365870928,0.010444467794473,0.4175346732174903,train
S08417,14,13,2025-10-21,26,15,0.0025256866865964,0.0059838568305063,0.3873362905808772,train
S08420,12,17,2025-10-18,47,19,0.0030940970879547,0.0139177675564796,0.3985122564986074,train
S08421,14,13,2025-10-21,51,21,0.0032399624881477,0.0093272246580291,0.3586423404335788,train
S08424,12,14,2025-10-18,56,29,0.0019793955191228,0.0079277727265476,0.4596444771118174,train
S08426,14,17,2025-10-21,25,25,0.0022828949654514,0.0124752411986454,0.3898917051370854,train
S08428,14,8,2025-10-21,57,23,0.0036297266361588,0.0,0.4382338290931226,train
S08429,12,14,2025-10-18,53,26,0.0025731302384471,0.0033649289099526,0.4137446419936128,train
S08430,12,14,2025-10-18,23,19,0.0026272466956574,0.0011900400590949,0.3527520838749278,train
S08432,12,14,2025-10-18,50,24,0.0022602924540584,0.0069588837782398,0.4211923457754795,train
S08433,12,12,2025-10-18,41,27,0.0031926940904996,0.005954477599423,0.470954371610325,train
S08434,14,2,2025-10-21,28,26,0.0044605099224256,0.0057244083242341,0.4575430996304391,train
S08437,12,10,2025-10-18,25,18,0.0025696129103826,0.0023932661100035,0.3471484023986456,train
S08438,14,2,2025-10-21,44,31,0.0025699713443204,0.0124192137754,0.3728287683048368,train
S08439,14,2,2025-10-21,32,18,0.0035954966621763,0.0067583646661272,0.4057853761621753,train
S08440,14,5,2025-10-21,50,21,0.0039742599362591,0.0167558885220477,0.4527441297612384,train
S08441,14,5,2025-10-21,27,30,0.003190196599131,0.007025529388482,0.424468159979583,train
S08442,14,5,2025-10-21,42,13,0.0024310059857039,0.0059112620841896,0.4254470844774791,train
S08445,14,12,2025-10-21,57,28,0.0015011791452015,0.0141867252784894,0.3148502490361142,train
S08447,14,4,2025-10-21,49,14,0.0026924004749206,0.0117816623285495,0.3683355348346671,train
S08450,14,10,2025-10-21,60,16,0.0024348671079707,0.0067508370630462,0.417412172058631,train
S08453,14,7,2025-10-21,55,17,0.0024635427526063,0.0126371899068911,0.458946809492778,train
S08456,14,10,2025-10-21,56,23,0.0029186646260715,0.0046327691515367,0.4249889131500858,train
S08459,24,19,2025-11-06,19,15,0.0023441287127535,0.0046630544413951,0.3764464268213213,train
S08462,17,7,2025-10-26,27,17,0.0025202251130217,0.0,0.4553802298649743,train
S08463,17,1,2025-10-26,46,22,0.0032799766499845,0.0,0.487520620764095,train
S08464,17,1,2025-10-26,42,18,0.003629885468776,0.0,0.4468209877342843,train
S08466,17,14,2025-10-26,22,17,0.0032062040656082,0.0,0.4698878780128428,train
S08470,8,21,2025-10-12,50,13,0.0027973966866955,0.0,0.4668253600691638,train
S08473,8,17,2025-10-12,54,25,0.0029892315457976,0.0035079298978677,0.5000650616933338,train
S08474,8,19,2025-10-12,15,21,0.0031627142617192,0.0103551015022189,0.4347365819426471,train
S08477,8,25,2025-10-12,29,26,0.0033460029895682,0.0176811697321142,0.5142470738427117,train
S08478,8,25,2025-10-12,51,23,0.0041659053662379,0.0,0.5405461286825476,train
S08482,17,13,2025-10-26,48,16,0.0028775309061123,0.0,0.44818176827634,train
S08484,5,23,2025-10-07,52,14,0.0020459106056627,0.0,0.4173658668056363,train
S08485,8,16,2025-10-12,22,24,0.0021336599545916,0.0102614572508103,0.4482459906617875,train
S08486,8,16,2025-10-12,33,17,0.0032613153113764,0.008010794655172,0.4581245134490095,train
S08487,8,16,2025-10-12,23,20,0.0031893297385292,0.005813926283626,0.5003068053780169,train
S08492,7,1,2025-10-10,32,16,0.0034944092810159,0.0102344801076302,0.4398205728718785,train
S08493,7,3,2025-10-10,28,29,0.003481144246185,0.0106515977396609,0.4552957789849763,train
S08494,17,17,2025-10-26,24,18,0.0024467147399195,0.0,0.3865750391349332,train
S08495,17,18,2025-10-26,54,29,0.0037818584296758,0.0,0.4322698761563038,train
S08496,8,14,2025-10-12,24,26,0.0039610506780764,0.0,0.4801289755824583,train
S08497,8,14,2025-10-12,31,17,0.0043446281063987,0.0023744514754325,0.5041426907304736,train
S08498,8,15,2025-10-12,18,27,0.0030367163372594,0.0090968161143599,0.4113062669804728,train
S08499,8,18,2025-10-12,42,24,0.0030723956686186,0.0,0.4788642931610598,train
S08502,8,11,2025-10-12,46,22,0.0037526384124604,0.0011201413586841,0.5168844882183404,train
S08503,7,3,2025-10-10,46,20,0.0022691312452553,0.0,0.4691346285595547,train
S08505,8,14,2025-10-12,25,22,0.0042739801851792,0.0,0.4818756458633057,train
S08506,8,11,2025-10-12,28,22,0.0033962968811586,0.0044750887476729,0.53773721048654,train
S08507,8,12,2025-10-12,42,17,0.0036521537072239,0.0102605392460464,0.4851532993714559,train
S08508,8,13,2025-10-12,40,18,0.003085675533331,0.0067542774825707,0.5030489580211275,train
S08510,8,13,2025-10-12,59,20,0.0037307074249233,0.0022883084474034,0.4903368484089072,train
S08511,8,10,2025-10-12,40,18,0.0030894568254895,0.0081303092976244,0.4745884645424008,train
S08512,8,12,2025-10-12,36,23,0.0031451342421703,0.0106921576501635,0.4488148825234673,train
S08513,8,10,2025-10-12,22,15,0.0033243702053621,0.0082117154436427,0.4466208788715166,train
S08514,8,13,2025-10-12,35,25,0.0035415980625409,0.0067008224349467,0.5324104233120156,train
S08515,8,11,2025-10-12,46,25,0.0032603798768724,0.0113689912479355,0.4646247646007757,train
S08516,8,5,2025-10-12,37,12,0.0030477275939592,0.0104195784648068,0.4527271317387454,train
S08518,8,8,2025-10-12,30,27,0.0046941637587646,0.0035291026706147,0.5188662126060711,train
S08520,8,9,2025-10-12,30,24,0.0029658232423355,0.0023382568459879,0.4255099564512741,train
S08522,8,23,2025-10-12,32,24,0.0034969544208694,0.0034625218584755,0.5418525554214244,train
S08524,8,8,2025-10-12,47,25,0.0031961657400846,0.0,0.4585603245396688,train
S08526,8,8,2025-10-12,49,16,0.0030993473154678,0.0,0.4868521765984583,train
S08528,8,9,2025-10-12,21,23,0.0029141211358061,0.0058141711355064,0.504432328095726,train
S08529,8,11,2025-10-12,33,21,0.0033035156549509,0.0,0.484435404503228,train
S08530,8,5,2025-10-12,35,24,0.0034647916926377,0.0,0.5099348671411938,train
S08531,8,9,2025-10-12,61,22,0.0033358935962082,0.0,0.4738664965449571,train
S08533,8,10,2025-10-12,17,22,0.0031038681365842,0.0,0.4474385021456018,train
S08534,2,22,2025-10-02,63,24,0.0030454403532771,0.011869280296517,0.3831924311990337,train
S08537,2,3,2025-10-02,23,23,0.0027800680552975,0.019109202226429,0.4056004361363293,train
S08538,2,3,2025-10-02,22,19,0.0030196907964756,0.004506465009158,0.3940092489254937,train
S08539,2,3,2025-10-02,34,15,0.0024640047485143,0.0102592684336553,0.4335711732579158,train
S08540,2,3,2025-10-02,30,26,0.0023455481322184,0.0146923720642543,0.4029367446849317,train
S08541,10,18,2025-10-15,42,25,0.0026376839275171,0.0248973048792706,0.4601232826573936,train
S08542,2,22,2025-10-02,57,18,0.0030693949027375,0.0113113160955248,0.3829809243480893,train
S08544,2,2,2025-10-02,33,23,0.0034458606842995,0.0011556876341423,0.4070738255213526,train
S08547,2,7,2025-10-02,28,30,0.0018565467258804,0.0091006264691812,0.3273581967981363,train
S08548,19,24,2025-10-29,48,13,0.0041456818264016,0.0,0.4464865089640835,train
S08549,10,20,2025-10-15,27,20,0.002392324591044,0.0091563324006586,0.3777451591161367,train
S08552,2,22,2025-10-02,59,24,0.0033426492072712,0.0206619873478239,0.3955059447064537,train
S08553,10,20,2025-10-15,37,28,0.001696146051291,0.0123678828682086,0.2812444632565667,train
S08554,19,24,2025-10-29,20,27,0.0032489223607435,0.0136533772878678,0.4381616225987435,train
S08555,19,24,2025-10-29,49,14,0.0038369882989082,0.0056405227868041,0.4599643158092321,train
S08556,21,8,2025-11-02,18,21,0.0025490788776065,0.0045627201891187,0.4521717784805186,train
S08557,19,24,2025-10-29,54,16,0.0028729355673535,0.0223376598799732,0.4295960681949817,train
S08561,18,9,2025-10-28,52,27,0.0010859017530002,0.0011305063849726,0.345489103977388,train
S08562,18,9,2025-10-28,53,25,0.001554015020207,0.0035759254595819,0.3593623247667679,train
S08563,18,9,2025-10-28,33,24,0.0018815634985226,0.0056957136603154,0.3669346911337064,train
S08566,18,11,2025-10-28,63,21,0.0031726242111231,0.0080048779365408,0.2939557931811689,train
S08567,18,9,2025-10-28,18,19,0.0029449199228452,0.0127520613927667,0.4430967593093014,train
S08569,18,3,2025-10-28,60,23,0.0020611708417967,0.0124214147280216,0.3531876151365098,train
S08570,18,24,2025-10-28,28,23,0.0027450071699598,0.0079890509356535,0.4318722594772371,train
S08571,18,19,2025-10-28,38,31,0.0014852626541824,0.017739229753364,0.3403102250572116,train
S08572,18,19,2025-10-28,45,24,0.0026008440514291,0.0094041292074372,0.4080269742015043,train
S08573,18,6,2025-10-28,62,23,0.0017673887917712,0.0057722370496319,0.3436439060682221,train
S08575,18,11,2025-10-28,41,24,0.0029833477697453,0.0057824316463059,0.3856132431340437,train
S08577,18,11,2025-10-28,56,26,0.0033671140927635,0.0102076444371418,0.3764310246553675,train
S08579,25,8,2025-11-08,36,27,0.0027488450201472,0.0023075440905745,0.5093846354636269,train
S08583,25,8,2025-11-08,29,22,0.0052233115587375,0.0046639733862605,0.4694307401261484,train
S08585,25,5,2025-11-08,52,14,0.00306120999015,0.0,0.4391684503381636,train
S08588,25,15,2025-11-08,45,26,0.0031528027556639,0.0011774209978939,0.4560470363188058,train
S08589,25,5,2025-11-08,44,22,0.0026305154743135,0.0200984026420435,0.4674308589069764,train
S08591,25,6,2025-11-08,46,22,0.0027904630266838,0.0135021326306066,0.4676919697201454,train
S08594,25,14,2025-11-08,41,25,0.0039381035078174,0.0,0.5008733198684375,train
S08595,25,13,2025-11-08,26,23,0.0033262092171553,0.006900717146963,0.4734492286893996,train
S08596,25,15,2025-11-08,48,19,0.0029569935950078,0.0023505486189935,0.4207652017579193,train
S08598,25,12,2025-11-08,41,30,0.0020670357776472,0.0100463574374039,0.4592657653979666,train
S08599,25,10,2025-11-08,50,23,0.0040354774891983,0.009282605853458,0.4704246504602619,train
S08600,25,11,2025-11-08,24,17,0.0035416875471331,0.0081196641040362,0.4973725976414502,train
S08601,25,11,2025-11-08,31,14,0.003798028037241,0.0033719833639774,0.4911497911821541,train
S08602,25,11,2025-11-08,57,19,0.0031492840657746,0.004688325409403,0.4720456121410341,train
S08603,25,12,2025-11-08,47,28,0.0023153387953521,0.0,0.3523493723311843,train
S08605,25,12,2025-11-08,55,28,0.0026512580528647,0.0011608054167805,0.3620830967071839,train
S08607,16,1,2025-10-25,47,28,0.0014388259146278,0.0069082468064995,0.1918227207972742,train
S08608,16,6,2025-10-25,49,17,0.0006611344018069,0.0122989359069537,0.169026932402082,train
S08610,24,7,2025-11-06,28,20,0.0029251577366884,0.0,0.4754662473482873,train
S08612,24,11,2025-11-06,36,28,0.0028111933215811,0.0,0.4152753374816358,train
S08614,24,10,2025-11-06,45,24,0.0038782289852569,0.0229133097745782,0.4600827839478412,train
S08615,24,11,2025-11-06,24,26,0.0029352234691231,0.0102080637541848,0.4288038949870156,train
S08617,24,7,2025-11-06,43,28,0.0028172035850993,0.0283657584772667,0.4813084112094444,train
S08620,24,14,2025-11-06,24,17,0.0025849880451205,0.0093503879141062,0.4031261488767788,train
S08626,24,13,2025-11-06,53,27,0.0031660996814885,0.0081881750419529,0.4373787064153653,train
S08627,24,12,2025-11-06,38,31,0.0021354850406947,0.0094204392256095,0.4295959416293439,train
S08628,24,11,2025-11-06,53,25,0.0025420771490385,0.0,0.4551643788619752,train
S08629,24,15,2025-11-06,53,23,0.0022338552451439,0.0,0.3704936121706487,train
S08630,24,22,2025-11-06,61,20,0.0029289118322507,0.0,0.3519833798986339,train
S08631,24,11,2025-11-06,28,23,0.0024304215265645,0.0,0.4263006744050675,train
S08632,24,23,2025-11-06,53,29,0.0021464146554096,0.0079813531364492,0.4321466456363673,train
S08634,24,23,2025-11-06,32,31,0.0020586009990688,0.0,0.3918333617245744,train
S08636,24,17,2025-11-06,31,19,0.002559761667101,0.0160852578773377,0.4080138866170399,train
S08639,24,18,2025-11-06,37,21,0.0016664905360106,0.013617930732135,0.3861747754439525,train
S08641,24,10,2025-11-06,19,24,0.0019980950531679,0.0166895734540317,0.3148018528502851,train
S08643,21,16,2025-11-02,40,11,0.001837494182295,0.0,0.3754289303794449,train
S08644,6,21,2025-10-09,30,29,0.00333166881624,0.0022326592678944,0.433036596723098,train
S08645,4,20,2025-10-05,29,26,0.002768147045474,0.0213098938793011,0.5354618285507436,train
S08647,4,19,2025-10-05,24,21,0.0025902762611776,0.0034581129974951,0.3853376926320654,train
S08650,4,21,2025-10-05,36,16,0.0025066646374245,0.0070003943884162,0.3997225703200433,train
S08654,6,22,2025-10-09,34,24,0.0023774014731838,0.0093863463599578,0.3034839913483946,train
S08656,8,5,2025-10-12,28,18,0.0039707646268656,0.0103154122359745,0.4146668686401625,train
S08659,8,18,2025-10-12,47,13,0.0025625135673994,0.0150168157656809,0.5168109547119607,train
S08661,8,20,2025-10-12,24,25,0.0037882420081019,0.011796931373666,0.4852920904101586,train
S08662,6,19,2025-10-09,27,25,0.0025995398093486,0.0127917152176252,0.4247514605836069,train
S08663,8,10,2025-10-12,43,16,0.0038005307298217,0.0134175643206176,0.4974160078858105,train
S08665,9,3,2025-10-13,50,26,0.0018554876296401,0.0,0.458944615779151,train
