ufs_serial,run_id,wafer_no,split,health,reg_pred,risk,grade,anomaly_score,ci_low,ci_high,date
S04594,24,21,train,0.0,0.0027629377523221,LOW,grade1,29.5,0.0,0.013703,2025-11-06
S04595,24,24,test,0.0,0.0024331884765189,LOW,grade1,33.4,0.0,0.013373,2025-12-12
S04596,24,24,train,0.0,0.0024178780107115,LOW,grade1,38.2,0.0,0.013358,2025-11-06
S04597,24,22,train,0.0,0.0031365729716854,LOW,grade2,28.1,0.0,0.014076,2025-11-06
S04598,24,19,train,0.0,0.0032684176205725,LOW,grade2,24.9,0.0,0.014208,2025-11-06
S04599,24,24,test,0.0,0.0023883661094766,LOW,grade1,21.4,0.0,0.013328,2025-12-12
S04600,24,17,test,0.0,0.0031233889360896,LOW,grade2,25.7,0.0,0.014063,2025-12-12
S04601,24,18,train,0.0,0.0032726947088344,MED,grade3,47.2,0.0,0.014212,2025-11-06
S04602,24,10,train,0.0,0.0027239144120932,LOW,grade1,32.9,0.0,0.013664,2025-11-06
S04603,9,9,val,0.0,0.0023904661560376,LOW,grade1,25.3,0.0,0.01333,2025-11-19
S04604,2,10,train,0.0,0.000856940883763,LOW,grade1,9.7,0.0,0.011797,2025-10-02
S04605,8,2,test,0.0034313014781522,0.0034813862393843,MED,grade3,34.2,0.0,0.014421,2025-12-03
S04606,9,2,val,0.0,0.0032568160418962,LOW,grade2,18.0,0.0,0.014197,2025-11-19
S04607,8,2,train,0.0,0.0034656339482549,MED,grade3,40.8,0.0,0.014405,2025-10-12
S04608,9,3,train,0.0,0.0031090231251047,LOW,grade2,54.0,0.0,0.014049,2025-10-13
S04609,9,2,test,0.0,0.003245065910347,LOW,grade2,25.4,0.0,0.014185,2025-12-04
S04610,10,16,train,0.0,0.0031336126527745,LOW,grade2,18.7,0.0,0.014073,2025-10-15
S04611,10,16,train,0.0,0.0032419602610117,LOW,grade2,51.6,0.0,0.014182,2025-10-15
S04612,8,1,val,0.0,0.0027476741841847,LOW,grade1,40.5,0.0,0.013687,2025-11-18
S04613,10,13,train,0.0,0.0031424509315394,LOW,grade2,20.8,0.0,0.014082,2025-10-15
S04614,10,13,train,0.0,0.0034552399515992,MED,grade3,20.4,0.0,0.014395,2025-10-15
S04615,10,4,train,0.0,0.0031369723960293,LOW,grade2,20.8,0.0,0.014077,2025-10-15
S04616,10,9,train,0.0,0.0027552875133581,LOW,grade1,19.2,0.0,0.013695,2025-10-15
S04617,10,9,train,0.0,0.0027683204571894,LOW,grade1,27.8,0.0,0.013708,2025-10-15
S04618,22,22,test,0.0,0.0031155477741173,LOW,grade2,36.5,0.0,0.014055,2025-12-11
S04619,22,22,train,0.0,0.0016617868935691,LOW,grade1,59.2,0.0,0.012602,2025-11-03
S04620,22,25,train,0.0,0.0032683337160428,LOW,grade2,44.4,0.0,0.014208,2025-11-03
S04621,22,17,train,0.0,0.0016555088864348,LOW,grade1,35.4,0.0,0.012595,2025-11-03
S04622,22,16,test,0.0,0.0031068780495421,LOW,grade1,26.1,0.0,0.014047,2025-12-11
S04623,22,14,train,0.0,0.0010649555599287,LOW,grade1,33.8,0.0,0.012005,2025-11-03
S04624,22,14,train,0.0,0.0012550897370988,LOW,grade1,33.5,0.0,0.012195,2025-11-03
S04625,17,15,train,0.0,0.0035083467931084,MED,grade3,34.3,0.0,0.014448,2025-10-26
S04626,17,3,train,0.0,0.0034568028407112,MED,grade3,18.7,0.0,0.014397,2025-10-26
S04627,9,24,val,0.0,0.003269426328963,LOW,grade2,32.4,0.0,0.014209,2025-11-19
S04628,17,15,train,0.0,0.0032860933355015,MED,grade3,31.4,0.0,0.014226,2025-10-26
S04629,9,12,train,0.0,0.0032393225046988,LOW,grade2,14.6,0.0,0.014179,2025-10-13
S04630,9,12,train,0.0,0.0032687765837491,LOW,grade2,42.0,0.0,0.014209,2025-10-13
S04631,17,15,test,0.0,0.003435361398505,MED,grade3,44.5,0.0,0.014375,2025-12-08
S04632,17,9,test,0.0,0.0032593892957278,LOW,grade2,18.8,0.0,0.014199,2025-12-08
S04633,27,1,train,0.0,0.0003083907467725,LOW,grade1,54.3,0.0,0.011248,2025-11-11
S04634,23,18,train,0.0,0.0003083907467725,LOW,grade1,44.8,0.0,0.011248,2025-11-05
S04635,23,16,train,0.0,0.0003083907467725,LOW,grade1,38.0,0.0,0.011248,2025-11-05
S04636,23,19,train,0.0,0.0003083907467725,LOW,grade1,42.8,0.0,0.011248,2025-11-05
S04637,23,19,train,0.0,0.0003083907467725,LOW,grade1,34.5,0.0,0.011248,2025-11-05
S04638,23,22,train,0.0,0.0003083907467725,LOW,grade1,33.9,0.0,0.011248,2025-11-05
S04639,23,20,train,0.0,0.0003083907467725,LOW,grade1,49.8,0.0,0.011248,2025-11-05
S04640,27,1,train,0.0,0.0003083907467725,LOW,grade1,34.2,0.0,0.011248,2025-11-11
S04641,21,24,train,0.0,0.0027234767122978,LOW,grade1,45.5,0.0,0.013663,2025-11-02
S04642,19,19,train,0.0,0.0027377312714341,LOW,grade1,19.8,0.0,0.013677,2025-10-29
S04643,26,3,train,0.0,0.0029758697379036,LOW,grade1,25.0,0.0,0.013916,2025-11-10
S04644,26,1,train,0.0,0.0032120197996452,LOW,grade2,19.2,0.0,0.014152,2025-11-10
S04645,26,3,test,0.0,0.0027642864847496,LOW,grade1,34.1,0.0,0.013704,2025-12-13
S04646,21,2,train,0.0,0.0031364204419752,LOW,grade2,36.1,0.0,0.014076,2025-11-02
S04647,26,3,train,0.0,0.0027383127947333,LOW,grade1,42.6,0.0,0.013678,2025-11-10
S04648,19,25,val,0.0,0.0027365912827403,LOW,grade1,48.4,0.0,0.013676,2025-11-24
S04649,21,24,val,0.0,0.0026810413082716,LOW,grade1,33.8,0.0,0.013621,2025-11-25
S04650,21,4,val,0.0,0.0018301884149195,LOW,grade1,33.2,0.0,0.01277,2025-11-25
S04651,21,4,train,0.0,0.001489541253139,LOW,grade1,35.0,0.0,0.012429,2025-11-02
S04652,21,16,train,0.0,0.0022461144418393,LOW,grade1,25.5,0.0,0.013186,2025-11-02
S04653,26,25,train,0.0,0.0023784970599305,LOW,grade1,31.0,0.0,0.013318,2025-11-10
S04654,26,25,test,0.0,0.0027018124327052,LOW,grade1,34.7,0.0,0.013642,2025-12-13
S04655,21,2,train,0.0,0.0032502711850487,LOW,grade2,47.3,0.0,0.01419,2025-11-02
S04656,26,24,test,0.0,0.0027359872682812,LOW,grade1,30.7,0.0,0.013676,2025-12-13
S04657,28,10,train,0.0,0.002241939896971,LOW,grade1,14.2,0.0,0.013182,2025-11-13
S04658,28,21,train,0.0034283191578889,0.0026790329155118,LOW,grade1,25.0,0.0,0.013619,2025-11-13
S04659,28,19,val,0.0,0.0032156831050824,LOW,grade2,28.3,0.0,0.014155,2025-11-29
S04660,28,18,train,0.0,0.0029769150396958,LOW,grade1,27.1,0.0,0.013917,2025-11-13
S04661,28,22,train,0.0,0.003127029199784,LOW,grade2,42.5,0.0,0.014067,2025-11-13
S04662,28,20,test,0.0,0.0026040019210405,LOW,grade1,15.5,0.0,0.013544,2025-12-14
S04663,28,23,train,0.0,0.0027042922430506,LOW,grade1,34.5,0.0,0.013644,2025-11-13
S04664,28,18,train,0.0,0.003112986893165,LOW,grade2,31.3,0.0,0.014053,2025-11-13
S04665,28,14,test,0.0,0.001553697906458,LOW,grade1,42.2,0.0,0.012493,2025-12-14
S04666,28,20,train,0.0,0.0027681394332399,LOW,grade1,32.6,0.0,0.013708,2025-11-13
S04667,28,16,test,0.0,0.0023878378112711,LOW,grade1,25.9,0.0,0.013328,2025-12-14
S04668,28,15,train,0.0,0.0027672708061935,LOW,grade1,18.1,0.0,0.013707,2025-11-13
S04669,28,24,val,0.0,0.0016560610767899,LOW,grade1,20.1,0.0,0.012596,2025-11-29
S04670,16,8,train,0.0,0.0003083907467725,LOW,grade1,33.8,0.0,0.011248,2025-10-25
S04671,16,10,train,0.0,0.001510780075969,LOW,grade1,36.9,0.0,0.012451,2025-10-25
S04672,16,8,train,0.0,0.0003083907467725,LOW,grade1,31.4,0.0,0.011248,2025-10-25
S04673,16,6,train,0.0,0.0010396450501903,LOW,grade1,22.4,0.0,0.011979,2025-10-25
S04674,16,3,val,0.0,0.0003083907467725,LOW,grade1,35.1,0.0,0.011248,2025-11-23
S04675,23,13,test,0.0,0.0032113384986328,LOW,grade2,20.5,0.0,0.014151,2025-12-11
S04676,28,18,train,0.0,0.0024278762831669,LOW,grade1,23.5,0.0,0.013368,2025-11-13
S04677,28,24,test,0.0,0.0016405187471064,LOW,grade1,29.4,0.0,0.01258,2025-12-14
S04678,23,10,train,0.0,0.0024040825233008,LOW,grade1,28.6,0.0,0.013344,2025-11-05
S04679,23,11,train,0.0,0.0024026937680466,LOW,grade1,41.2,0.0,0.013342,2025-11-05
S04680,28,10,train,0.0,0.0021456941560459,LOW,grade1,32.1,0.0,0.013085,2025-11-13
S04681,28,10,test,0.0,0.0015009250764856,LOW,grade1,29.8,0.0,0.012441,2025-12-14
S04682,23,9,train,0.0,0.003123945003742,LOW,grade2,27.6,0.0,0.014064,2025-11-05
S04683,23,9,train,0.0,0.0031436347265143,LOW,grade2,24.6,0.0,0.014083,2025-11-05
S04684,23,15,train,0.003435855956751,0.0029842929645583,LOW,grade1,47.3,0.0,0.013924,2025-11-05
S04685,28,5,train,0.0,0.0015357099488186,LOW,grade1,42.0,0.0,0.012475,2025-11-13
S04686,28,2,test,0.0,0.0024352626388531,LOW,grade1,26.1,0.0,0.013375,2025-12-14
S04687,28,6,test,0.0,0.0015401781219742,LOW,grade1,37.9,0.0,0.01248,2025-12-14
S04688,28,3,train,0.0,0.0011376759587066,LOW,grade1,26.0,0.0,0.012077,2025-11-13
S04689,28,2,train,0.0,0.0016167195255591,LOW,grade1,25.5,0.0,0.012556,2025-11-13
S04690,28,2,test,0.0,0.0022457608696186,LOW,grade1,35.2,0.0,0.013186,2025-12-14
S04691,28,3,val,0.0,0.0015538585250297,LOW,grade1,28.3,0.0,0.012494,2025-11-29
S04692,28,10,train,0.0,0.0011538714377602,LOW,grade1,20.4,0.0,0.012094,2025-11-13
S04693,5,14,train,0.0,0.0034566584996951,MED,grade3,31.6,0.0,0.014396,2025-10-07
S04694,5,9,val,0.0,0.0034427597537689,MED,grade3,15.5,0.0,0.014383,2025-11-17
S04695,6,6,train,0.0,0.0032715200083518,MED,grade3,21.7,0.0,0.014211,2025-10-09
S04696,6,10,test,0.0,0.0034584799995498,MED,grade3,34.7,0.0,0.014398,2025-12-02
S04697,6,11,train,0.0,0.0034533573518604,MED,grade3,36.0,0.0,0.014393,2025-10-09
S04698,7,11,val,0.0,0.0032722691235183,MED,grade3,18.9,0.0,0.014212,2025-11-18
S04699,6,17,train,0.0,0.0034446261184082,MED,grade3,23.3,0.0,0.014384,2025-10-09
S04700,7,16,train,0.0061435387772256,0.003110212099903,LOW,grade2,48.8,0.0,0.01405,2025-10-10
S04702,7,24,train,0.0,0.0032555647995361,LOW,grade2,41.9,0.0,0.014195,2025-10-10
S04703,6,20,train,0.0,0.0032771641637781,MED,grade3,34.5,0.0,0.014217,2025-10-09
S04704,2,15,train,0.0,0.0027125470602281,LOW,grade1,28.1,0.0,0.013652,2025-10-02
S04705,10,17,train,0.0,0.0023788263308059,LOW,grade1,57.3,0.0,0.013319,2025-10-15
S04706,2,9,test,0.0,0.0015244738878396,LOW,grade1,19.3,0.0,0.012464,2025-11-30
S04707,2,10,train,0.0,0.0015477476433804,LOW,grade1,25.5,0.0,0.012488,2025-10-02
S04708,2,9,train,0.0,0.0012724580540909,LOW,grade1,28.2,0.0,0.012212,2025-10-02
S04709,2,11,val,0.0,0.0016278894391043,LOW,grade1,16.7,0.0,0.012568,2025-11-15
S04710,2,10,train,0.0,0.0023835060630901,LOW,grade1,16.4,0.0,0.013323,2025-10-02
S04711,10,7,test,0.0,0.0012398517101981,LOW,grade1,39.9,0.0,0.01218,2025-12-04
S04712,2,10,train,0.0,0.0015565430057904,LOW,grade1,21.6,0.0,0.012496,2025-10-02
S04713,2,10,val,0.0,0.001259596350322,LOW,grade1,24.2,0.0,0.012199,2025-11-15
S04714,2,10,train,0.0,0.0015052363352121,LOW,grade1,31.1,0.0,0.012445,2025-10-02
S04715,2,7,train,0.0,0.0018218417921458,LOW,grade1,17.3,0.0,0.012762,2025-10-02
S04716,20,9,train,0.0,0.0003083907467725,LOW,grade1,29.8,0.0,0.011248,2025-10-31
S04717,5,23,val,0.0,0.0031379487038082,LOW,grade2,25.5,0.0,0.014078,2025-11-17
S04718,8,17,train,0.0,0.0032503893537124,LOW,grade2,25.1,0.0,0.01419,2025-10-12
S04719,8,25,train,0.0,0.0032907743117574,MED,grade3,42.8,0.0,0.014231,2025-10-12
S04720,8,20,val,0.0,0.003443026589969,MED,grade3,61.1,0.0,0.014383,2025-11-18
S04721,8,9,train,0.0,0.0034982548014574,MED,grade3,13.8,0.0,0.014438,2025-10-12
S04722,8,12,train,0.0,0.0032864724045303,MED,grade3,39.9,0.0,0.014226,2025-10-12
S04723,1,13,train,0.0,0.0003083907467725,LOW,grade1,34.5,0.0,0.011248,2025-10-01
S04724,1,2,test,0.0,0.0003083907467725,LOW,grade1,31.7,0.0,0.011248,2025-11-30
S04725,1,16,test,0.0,0.0003083907467725,LOW,grade1,40.3,0.0,0.011248,2025-11-30
S04726,1,10,train,0.0,0.0003083907467725,LOW,grade1,36.7,0.0,0.011248,2025-10-01
S04727,1,8,train,0.0,0.0003083907467725,LOW,grade1,31.7,0.0,0.011248,2025-10-01
S04728,1,12,val,0.0,0.0003083907467725,LOW,grade1,35.5,0.0,0.011248,2025-11-15
S04729,1,10,train,0.0,0.0003083907467725,LOW,grade1,35.6,0.0,0.011248,2025-10-01
S04730,1,14,train,0.0,0.0003083907467725,LOW,grade1,30.2,0.0,0.011248,2025-10-01
S04731,1,16,train,0.0,0.0003083907467725,LOW,grade1,37.0,0.0,0.011248,2025-10-01
S04732,1,14,train,0.0,0.0003083907467725,LOW,grade1,36.4,0.0,0.011248,2025-10-01
S04733,1,7,train,0.0,0.0003083907467725,LOW,grade1,35.6,0.0,0.011248,2025-10-01
S04734,1,5,val,0.0,0.0003083907467725,LOW,grade1,34.0,0.0,0.011248,2025-11-15
S04735,1,2,val,0.0,0.0003083907467725,LOW,grade1,28.6,0.0,0.011248,2025-11-15
S04736,1,2,train,0.0,0.0003083907467725,LOW,grade1,33.2,0.0,0.011248,2025-10-01
S04737,1,6,train,0.0,0.0003083907467725,LOW,grade1,30.9,0.0,0.011248,2025-10-01
S04738,1,24,val,0.0,0.0003083907467725,LOW,grade1,32.8,0.0,0.011248,2025-11-15
S04739,1,1,val,0.0,0.0003083907467725,LOW,grade1,23.7,0.0,0.011248,2025-11-15
S04740,1,25,train,0.0,0.0003083907467725,LOW,grade1,16.2,0.0,0.011248,2025-10-01
S04741,1,20,train,0.0,0.0003083907467725,LOW,grade1,37.1,0.0,0.011248,2025-10-01
S04742,1,22,train,0.0,0.0003083907467725,LOW,grade1,26.0,0.0,0.011248,2025-10-01
S04743,1,22,train,0.0,0.0003083907467725,LOW,grade1,36.8,0.0,0.011248,2025-10-01
S04744,20,14,train,0.0,0.0016334906452617,LOW,grade1,47.8,0.0,0.012573,2025-10-31
S04745,20,14,train,0.0068549360366883,0.0015413519743605,LOW,grade1,50.6,0.0,0.012481,2025-10-31
S04746,3,24,train,0.0,0.0011381987049517,LOW,grade1,53.1,0.0,0.012078,2025-10-04
S04747,23,4,train,0.0,0.0027383701883347,LOW,grade1,39.9,0.0,0.013678,2025-11-05
S04748,23,7,test,0.0,0.002773267448046,LOW,grade1,31.8,0.0,0.013713,2025-12-11
S04749,23,3,train,0.0,0.0032458899096025,LOW,grade2,25.0,0.0,0.014186,2025-11-05
S04750,23,1,val,0.0,0.0027434324071859,LOW,grade1,50.7,0.0,0.013683,2025-11-26
S04751,23,3,train,0.0,0.0027443431835736,LOW,grade1,32.3,0.0,0.013684,2025-11-05
S04752,23,3,train,0.0,0.0032548889346454,LOW,grade2,21.8,0.0,0.014195,2025-11-05
S04753,23,6,train,0.0,0.0032432862358554,LOW,grade2,52.0,0.0,0.014183,2025-11-05
S04754,23,7,train,0.0,0.0032175226388755,LOW,grade2,36.7,0.0,0.014157,2025-11-05
S04755,3,8,train,0.0,0.0026964344039284,LOW,grade1,23.2,0.0,0.013636,2025-10-04
S04756,3,3,test,0.0,0.0016496839356361,LOW,grade1,33.2,0.0,0.012589,2025-12-01
S04757,3,8,train,0.0,0.0024155436742183,LOW,grade1,36.6,0.0,0.013355,2025-10-04
S04758,17,18,train,0.0,0.0027027619597851,LOW,grade1,13.6,0.0,0.013643,2025-10-26
S04759,17,13,train,0.0,0.0034327271304909,MED,grade3,40.1,0.0,0.014372,2025-10-26
S04760,17,24,val,0.0,0.0034295157279455,MED,grade3,60.2,0.0,0.014369,2025-11-23
S04761,17,2,train,0.0,0.0032629985276854,LOW,grade2,20.2,0.0,0.014203,2025-10-26
S04762,17,2,train,0.0,0.0031504539671788,LOW,grade2,41.8,0.0,0.01409,2025-10-26
S04763,17,8,train,0.0,0.0032391316998277,LOW,grade2,42.8,0.0,0.014179,2025-10-26
S04764,17,24,train,0.0,0.0034396761759541,MED,grade3,43.2,0.0,0.014379,2025-10-26
S04765,17,7,train,0.0,0.0032510708054679,LOW,grade2,44.5,0.0,0.014191,2025-10-26
S04766,17,7,val,0.0183151533018867,0.0032900723355811,MED,grade3,53.7,0.0,0.01423,2025-11-23
S04767,17,18,train,0.0,0.0026033278615098,LOW,grade1,42.0,0.0,0.013543,2025-10-26
S04768,17,20,train,0.0,0.0034855460817576,MED,grade3,29.6,0.0,0.014425,2025-10-26
S04769,23,6,train,0.0,0.0031366570431611,LOW,grade2,22.1,0.0,0.014076,2025-11-05
S04770,23,6,val,0.0,0.0023831461856825,LOW,grade1,25.2,0.0,0.013323,2025-11-26
S04771,23,3,val,0.0,0.0032466255711208,LOW,grade2,42.7,0.0,0.014186,2025-11-26
S04772,26,24,train,0.0,0.0027624981708625,LOW,grade1,25.3,0.0,0.013702,2025-11-10
S04773,26,24,train,0.0,0.0026803361251686,LOW,grade1,35.9,0.0,0.01362,2025-11-10
S04774,4,25,train,0.0,0.003216886497479,LOW,grade2,27.1,0.0,0.014157,2025-10-05
S04775,6,17,train,0.0,0.0032739974758731,MED,grade3,22.0,0.0,0.014214,2025-10-09
S04776,6,17,train,0.0,0.0032912758348681,MED,grade3,14.7,0.0,0.014231,2025-10-09
S04777,6,17,train,0.0,0.003444963801392,MED,grade3,38.7,0.0,0.014385,2025-10-09
S04778,7,21,val,0.0,0.0032484311415696,LOW,grade2,30.6,0.0,0.014188,2025-11-18
S04779,7,21,train,0.0,0.0031265479763811,LOW,grade2,29.4,0.0,0.014066,2025-10-10
S04780,7,11,test,0.0069402260810065,0.0032514895696503,LOW,grade2,22.3,0.0,0.014191,2025-12-03
S04782,7,11,test,0.0,0.0032756950659536,MED,grade3,22.4,0.0,0.014215,2025-12-03
S04783,7,11,train,0.0,0.0032583266998013,LOW,grade2,14.9,0.0,0.014198,2025-10-10
S04785,7,24,train,0.0,0.003278979435051,MED,grade3,24.0,0.0,0.014219,2025-10-10
S04786,6,10,test,0.0,0.0032578005408161,LOW,grade2,35.2,0.0,0.014198,2025-12-02
S04787,6,18,val,0.0,0.0034699090632901,MED,grade3,33.2,0.0,0.01441,2025-11-17
S04788,6,18,test,0.0,0.003460801280446,MED,grade3,54.0,0.0,0.014401,2025-12-02
S04789,6,11,train,0.0,0.003449901089412,MED,grade3,27.2,0.0,0.01439,2025-10-09
S04790,4,17,train,0.0,0.0032793798536452,MED,grade3,30.6,0.0,0.014219,2025-10-05
S04791,4,18,train,0.0,0.0034299473588552,MED,grade3,19.4,0.0,0.01437,2025-10-05
S04792,4,18,train,0.0,0.0034367571343501,MED,grade3,23.6,0.0,0.014377,2025-10-05
S04793,4,17,val,0.0,0.0034335784748936,MED,grade3,31.0,0.0,0.014373,2025-11-16
S04794,6,10,train,0.0,0.0034419890104338,MED,grade3,28.8,0.0,0.014382,2025-10-09
S04795,6,10,train,0.0,0.0034734935655398,MED,grade3,30.9,0.0,0.014413,2025-10-09
S04796,5,11,train,0.0,0.0032777574502,MED,grade3,29.8,0.0,0.014218,2025-10-07
S04797,5,9,train,0.0,0.0032790260144078,MED,grade3,18.2,0.0,0.014219,2025-10-07
S04798,4,10,test,0.0,0.0032863494513149,MED,grade3,20.9,0.0,0.014226,2025-12-01
S04799,12,21,val,0.0,0.0015197531819612,LOW,grade1,38.4,0.0,0.01246,2025-11-20
S04800,13,20,train,0.0,0.0012603185101725,LOW,grade1,24.8,0.0,0.0122,2025-10-20
S04801,13,18,test,0.0,0.0027106088713937,LOW,grade1,28.8,0.0,0.01365,2025-12-06
S04802,13,16,train,0.0,0.0018799730559195,LOW,grade1,48.2,0.0,0.01282,2025-10-20
S04803,13,16,val,0.0,0.002435862560448,LOW,grade1,33.6,0.0,0.013376,2025-11-21
S04804,13,21,test,0.0,0.0024127814375244,LOW,grade1,30.4,0.0,0.013353,2025-12-06
S04805,13,11,train,0.0,0.0032657058774184,LOW,grade2,29.5,0.0,0.014205,2025-10-20
S04806,13,16,train,0.0,0.0027271890657632,LOW,grade1,28.6,0.0,0.013667,2025-10-20
S04807,13,11,train,0.0,0.0032749089860966,MED,grade3,42.1,0.0,0.014215,2025-10-20
S04808,12,20,val,0.0,0.0031252584387874,LOW,grade2,28.8,0.0,0.014065,2025-11-20
S04809,12,21,train,0.0,0.0026888415989983,LOW,grade1,21.0,0.0,0.013629,2025-10-18
S04810,12,18,val,0.0,0.0031564740373136,LOW,grade2,34.5,0.0,0.014096,2025-11-20
S04811,12,18,train,0.0,0.0032655247919159,LOW,grade2,25.8,0.0,0.014205,2025-10-18
S04812,12,21,train,0.0,0.001823544630709,LOW,grade1,29.1,0.0,0.012763,2025-10-18
S04813,12,22,train,0.0,0.0027583859369419,LOW,grade1,33.3,0.0,0.013698,2025-10-18
S04814,10,16,train,0.0,0.0032385900375157,LOW,grade2,31.8,0.0,0.014178,2025-10-15
S04815,10,25,train,0.0,0.0031362653841474,LOW,grade2,36.0,0.0,0.014076,2025-10-15
S04816,9,2,train,0.0,0.0031136577672629,LOW,grade2,18.8,0.0,0.014053,2025-10-13
S04817,9,3,test,0.0,0.0031540671959966,LOW,grade2,42.6,0.0,0.014094,2025-12-04
S04818,8,2,val,0.0,0.0034637607853122,MED,grade3,36.0,0.0,0.014404,2025-11-18
S04819,8,4,train,0.0,0.0034542148295768,MED,grade3,29.1,0.0,0.014394,2025-10-12
S04820,10,4,train,0.0,0.0027018892332924,LOW,grade1,31.7,0.0,0.013642,2025-10-15
S04821,24,22,train,0.0,0.0027087704326932,LOW,grade1,61.7,0.0,0.013649,2025-11-06
S04822,24,11,train,0.0,0.0031448045315336,LOW,grade2,63.5,0.0,0.014085,2025-11-06
S04823,14,24,train,0.0,0.0023812363215914,LOW,grade1,75.6,0.0,0.013321,2025-10-21
S04824,13,10,train,0.0,0.003248229643604,LOW,grade2,40.5,0.0,0.014188,2025-10-20
S04825,1,11,train,0.0,0.0003083907467725,LOW,grade1,37.6,0.0,0.011248,2025-10-01
S04826,1,12,train,0.0,0.0003083907467725,LOW,grade1,19.6,0.0,0.011248,2025-10-01
S04827,17,7,train,0.0,0.0032826666678845,MED,grade3,45.7,0.0,0.014222,2025-10-26
S04828,17,1,test,0.0,0.0034601951234687,MED,grade3,42.8,0.0,0.0144,2025-12-08
S04829,17,2,train,0.0,0.0032539594181937,LOW,grade2,25.1,0.0,0.014194,2025-10-26
S04830,17,6,train,0.0,0.0032616888011598,LOW,grade2,38.7,0.0,0.014201,2025-10-26
S04831,8,23,train,0.0,0.0034870072196591,MED,grade3,38.0,0.0,0.014427,2025-10-12
S04832,17,14,train,0.0,0.0032783133763929,MED,grade3,24.5,0.0,0.014218,2025-10-26
S04833,17,14,test,0.0,0.0032644700858337,LOW,grade2,12.7,0.0,0.014204,2025-12-08
S04834,17,14,val,0.0,0.0032615009327299,LOW,grade2,30.7,0.0,0.014201,2025-11-23
S04835,17,14,train,0.0,0.0032638943740333,LOW,grade2,34.0,0.0,0.014204,2025-10-26
S04836,8,17,val,0.0,0.0034657982832193,MED,grade3,34.5,0.0,0.014406,2025-11-18
S04837,8,16,val,0.0,0.0034537833197639,MED,grade3,39.1,0.0,0.014394,2025-11-18
S04838,8,16,test,0.0,0.0034331197032176,MED,grade3,38.4,0.0,0.014373,2025-12-03
S04839,17,24,train,0.0,0.0034408976156409,MED,grade3,43.8,0.0,0.014381,2025-10-26
S04840,8,6,val,0.0,0.0034780714899629,MED,grade3,31.0,0.0,0.014418,2025-11-18
S04841,8,6,val,0.0,0.0034717780194674,MED,grade3,36.8,0.0,0.014412,2025-11-18
S04842,7,3,test,0.0,0.0034429061127009,MED,grade3,29.9,0.0,0.014383,2025-12-03
S04843,8,14,val,0.0,0.0034822504826277,MED,grade3,42.5,0.0,0.014422,2025-11-18
S04844,8,15,train,0.0,0.0034745416312621,MED,grade3,14.6,0.0,0.014414,2025-10-12
S04845,8,18,test,0.0,0.0032602215743186,LOW,grade2,43.5,0.0,0.0142,2025-12-03
S04846,8,20,test,0.0,0.0034534095622127,MED,grade3,34.7,0.0,0.014393,2025-12-03
S04847,8,5,test,0.0,0.0034691641917078,MED,grade3,21.7,0.0,0.014409,2025-12-03
S04848,8,10,val,0.0,0.0034652832882137,MED,grade3,30.8,0.0,0.014405,2025-11-18
S04849,8,19,val,0.0,0.0034669725772503,MED,grade3,42.9,0.0,0.014407,2025-11-18
S04850,8,20,test,0.0,0.003469095274693,MED,grade3,45.2,0.0,0.014409,2025-12-03
S04851,16,18,train,0.0,0.0032377725269722,LOW,grade2,32.7,0.0,0.014178,2025-10-25
S04852,16,19,train,0.0,0.0031532981751324,LOW,grade2,19.9,0.0,0.014093,2025-10-25
S04853,16,11,train,0.0,0.003143316242259,LOW,grade2,44.1,0.0,0.014083,2025-10-25
S04854,3,8,test,0.0,0.0024210855479894,LOW,grade1,20.7,0.0,0.013361,2025-12-01
S04855,3,8,train,0.0122679699842022,0.0022448931730723,LOW,grade1,33.7,0.0,0.013185,2025-10-04
S04856,3,8,test,0.0,0.0022416876748195,LOW,grade1,30.6,0.0,0.013181,2025-12-01
S04857,3,6,train,0.0,0.0026939111743684,LOW,grade1,28.6,0.0,0.013634,2025-10-04
S04858,24,14,train,0.0,0.0032668557940427,LOW,grade2,45.2,0.0,0.014207,2025-11-06
S04859,24,15,test,0.0,0.0027568328202664,LOW,grade1,15.5,0.0,0.013697,2025-12-12
S04860,24,15,train,0.0,0.0027633355204166,LOW,grade1,30.4,0.0,0.013703,2025-11-06
S04861,24,10,train,0.0,0.0027260272100548,LOW,grade1,42.7,0.0,0.013666,2025-11-06
S04862,24,13,train,0.0,0.0027524048772218,LOW,grade1,41.7,0.0,0.013692,2025-11-06
S04863,1,25,test,0.0,0.0003083907467725,LOW,grade1,25.6,0.0,0.011248,2025-11-30
S04864,1,24,train,0.0,0.0003083907467725,LOW,grade1,22.4,0.0,0.011248,2025-10-01
S04865,1,2,train,0.0,0.0003083907467725,LOW,grade1,20.9,0.0,0.011248,2025-10-01
S04866,1,2,val,0.0,0.0003083907467725,LOW,grade1,27.6,0.0,0.011248,2025-11-15
S04867,1,7,val,0.0,0.0003083907467725,LOW,grade1,15.0,0.0,0.011248,2025-11-15
S04868,1,1,test,0.0,0.0003083907467725,LOW,grade1,29.4,0.0,0.011248,2025-11-30
S04869,1,16,train,0.0,0.0003083907467725,LOW,grade1,36.2,0.0,0.011248,2025-10-01
S04870,1,16,train,0.0,0.0003083907467725,LOW,grade1,54.8,0.0,0.011248,2025-10-01
